,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
1270,I,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8
1262,F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8
1279,M,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8
1476,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
1921,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
1288,I,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8
2817,I,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8
2904,M,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,8
834,I,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8
3441,M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8
1619,I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8
3854,M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8
2584,F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
903,I,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8
1657,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8
243,I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
3121,M,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8
2846,M,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8
3603,I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8
678,F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8
2573,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8
3250,I,0.455,0.375,0.125,0.533,0.233,0.106,0.185,8
1026,F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8
2064,F,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8
4152,I,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8
3418,M,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8
1579,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8
1578,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8
2752,I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8
963,I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8
971,F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8
3541,I,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8
2513,I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8
1096,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
985,F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
4156,M,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8
3679,F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
1708,M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9
1716,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
221,F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9
1779,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
2102,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
3640,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9
3534,I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9
2034,M,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9
2068,M,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9
2162,F,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9
3584,M,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
3573,F,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9
38,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
3614,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9
3249,F,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9
1872,I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9
4115,M,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9
1863,I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9
205,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
188,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9
1903,F,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9
137,F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9
2018,I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9
1906,F,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9
3668,I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9
3663,I,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9
1183,I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9
3822,F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9
3728,M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9
865,M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9
1157,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9
1281,M,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9
3040,M,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9
1312,M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9
836,I,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9
3817,M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
3037,I,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,9
632,I,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9
2784,M,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9
3421,M,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9
3846,M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
962,M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
3412,M,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
2989,F,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9
1125,M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
2761,I,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9
3734,M,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
2750,F,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9
1511,F,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9
3707,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
4072,I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
1477,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9
3094,M,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,9
1611,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9
1626,M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9
3776,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
2876,I,0.46,0.36,0.14,0.447,0.161,0.087,0.16,9
1591,I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9
2832,F,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9
1365,I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9
1319,I,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9
2697,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
2689,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9
3759,M,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9
3069,F,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9
1401,M,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9
1389,F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
1672,I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9
2842,M,0.6,0.45,0.16,1.142,0.539,0.225,0.307,10
2894,I,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,10
2281,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10
2319,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
3155,M,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10
2693,F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10
3489,M,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10
3131,F,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10
3136,M,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10
2605,M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10
2409,F,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10
2779,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10
2946,M,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10
2924,I,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,10
2391,M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10
2374,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
3199,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10
1364,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
1378,F,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10
1402,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
391,F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10
1321,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10
1337,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10
1353,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
1644,M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10
4040,I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10
1691,F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10
3711,F,0.705,0.53,0.17,1.564,0.612,0.394,0.44,10
1509,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
4032,I,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10
1518,M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10
750,M,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10
3760,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
807,F,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10
625,F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10
3825,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
704,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10
853,M,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10
457,I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10
1175,M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
439,I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10
3915,F,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10
3961,F,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10
1020,M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
1947,M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10
1965,F,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10
4139,F,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10
3667,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
1902,M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
4129,M,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10
1859,I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10
4168,M,0.52,0.385,0.165,0.791,0.375,0.18,0.1815,10
10,M,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10
3624,F,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10
2075,F,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10
51,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
2153,M,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
1752,M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10
1790,M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10
1709,M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
288,F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10
3674,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10
1807,F,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,10
562,F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
3045,M,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11
3125,M,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11
3320,I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11
544,M,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11
4006,F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11
4055,M,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
2944,F,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11
583,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
4101,M,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11
4143,M,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11
3073,M,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
452,F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11
105,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11
3057,I,0.62,0.475,0.16,0.907,0.371,0.167,0.3075,11
535,I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11
4089,M,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11
3000,M,0.64,0.495,0.165,1.307,0.678,0.292,0.266,11
4021,M,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,11
1797,M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11
1747,F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11
1893,M,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,11
2463,F,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11
3701,F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11
1524,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
2521,M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
2536,I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11
2325,M,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11
2073,F,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11
3583,M,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11
2302,F,0.58,0.455,0.12,0.94,0.399,0.257,0.265,11
1943,F,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
1925,M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11
1982,F,0.725,0.57,0.205,1.6195,0.744,0.315,0.488,11
1969,M,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11
873,F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11
863,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11
1009,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11
769,F,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11
658,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
688,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11
2862,M,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11
2764,I,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11
1357,I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
2612,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
3710,M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11
1179,M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,11
1208,F,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11
1039,M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
3597,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
3289,F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
3782,I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12
4007,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
3455,F,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12
1706,M,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12
1761,M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12
1678,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
1418,F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
1202,F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
2376,I,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12
2494,M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12
2127,M,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12
2248,F,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,12
329,M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12
397,M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12
21,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
161,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
499,F,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12
856,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12
495,F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
566,I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
675,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
2967,F,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12
2802,M,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12
3260,F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
3004,M,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13
245,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
668,F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13
2173,F,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13
2969,M,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,13
765,F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13
1404,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
4047,F,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
3079,M,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,13
1735,F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13
3384,F,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13
2468,M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13
2354,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
2539,F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13
66,F,0.595,0.495,0.185,1.285,0.416,0.224,0.485,13
3894,F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
502,F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
2264,F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
2479,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
2315,M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
160,F,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
488,F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14
3860,F,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14
387,M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14
747,M,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14
3213,F,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14
179,M,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14
3615,M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14
191,M,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14
2397,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14
2483,M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
310,M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14
