,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
3253,F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7
3153,M,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7
4024,I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7
2723,I,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8
314,I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8
2480,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
3980,M,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
2461,M,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8
3492,M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8
1556,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8
1134,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8
1122,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8
1446,M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8
1170,M,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,8
1553,I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8
1151,M,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8
4110,I,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8
1492,I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8
3669,M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8
2687,M,0.63,0.465,0.15,1.027,0.537,0.188,0.176,8
176,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
206,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
3725,I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8
2601,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
1276,I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8
3987,M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
3485,F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8
2610,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
4123,I,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,8
3483,I,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8
2895,I,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8
3235,I,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8
2890,I,0.53,0.38,0.125,0.616,0.292,0.113,0.185,8
4073,I,0.52,0.4,0.14,0.622,0.278,0.1455,0.169,8
54,F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,8
2133,F,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8
3549,M,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8
634,M,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8
4,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8
3761,I,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8
715,I,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8
2257,M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
3809,I,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8
2888,I,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8
2572,I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8
2826,I,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,8
1025,M,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8
2517,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8
2076,F,0.61,0.43,0.14,0.909,0.438,0.2,0.22,8
2063,M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
2039,I,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8
1085,I,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,8
2753,I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8
1107,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8
70,F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
945,F,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8
1568,I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8
993,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8
2978,M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
986,M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8
1692,I,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9
1724,M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9
2529,F,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9
224,F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
2540,F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9
2101,I,0.41,0.31,0.11,0.315,0.124,0.082,0.095,9
60,M,0.505,0.405,0.11,0.625,0.305,0.16,0.175,9
79,F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9
3648,I,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9
2067,F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
48,F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9
2246,F,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9
3564,F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
2164,F,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
45,M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9
18,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
1871,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
3162,F,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9
2448,F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9
1812,F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
3156,F,0.43,0.35,0.09,0.397,0.1575,0.089,0.12,9
4117,M,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,9
138,M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9
3360,M,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9
4120,I,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9
2438,F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9
3496,F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9
2997,F,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
850,M,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9
1173,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
1141,M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9
1156,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9
475,F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
1296,I,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9
1311,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
3017,I,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,9
437,M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9
1265,I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9
2911,I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9
643,M,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9
2907,F,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9
595,F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
960,F,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9
3907,I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9
1099,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9
2748,I,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9
1033,F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
2803,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
877,F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9
2616,M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9
2604,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
1663,I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9
766,M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9
3093,M,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,9
1607,I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9
1623,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9
4049,M,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9
3764,I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9
281,F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9
2680,M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9
1676,M,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9
1346,I,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9
1332,M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
2690,F,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
384,F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9
3402,I,0.35,0.265,0.11,0.209,0.066,0.059,0.075,9
1637,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
2660,M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9
2651,I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9
2916,M,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10
3557,I,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10
2845,M,0.625,0.475,0.175,1.3405,0.656,0.283,0.337,10
2278,M,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10
3060,M,0.63,0.495,0.18,1.31,0.495,0.295,0.4695,10
2686,M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10
2418,F,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
3128,F,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
3115,M,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10
3389,M,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10
2919,M,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10
3210,F,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
2793,F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10
2931,M,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,10
3373,F,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10
2405,F,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10
2965,M,0.67,0.54,0.175,1.482,0.739,0.2925,0.365,10
1362,M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10
1377,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
383,M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
1358,M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10
1316,I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
1336,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
402,F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
1643,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10
4043,F,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10
3694,F,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10
1620,M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10
4018,M,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10
1525,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10
1618,I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10
3780,M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
3908,F,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10
803,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10
606,I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10
664,F,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10
3807,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
1702,F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10
1048,M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10
1174,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
3731,F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
533,I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10
3927,I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10
1019,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
1705,M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10
1963,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
98,F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
1937,M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
4126,I,0.55,0.445,0.11,0.7935,0.378,0.142,0.26,10
151,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
1911,I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10
2196,I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10
3586,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10
3572,F,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10
76,F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10
52,F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10
2149,M,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10
1750,F,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,10
1789,F,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
4053,F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
3684,M,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
1800,M,0.605,0.475,0.15,1.15,0.575,0.232,0.297,10
198,M,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10
561,F,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11
2952,F,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,11
398,M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11
2949,M,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,11
264,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
2927,M,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,11
4105,F,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
2945,M,0.635,0.52,0.175,1.292,0.6,0.269,0.367,11
11,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
3912,I,0.54,0.4,0.145,0.757,0.315,0.181,0.215,11
3077,F,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11
4146,M,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11
115,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
3035,I,0.55,0.445,0.145,0.783,0.3045,0.157,0.265,11
3219,M,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11
3330,F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
3986,F,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11
3939,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
3931,F,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11
3462,M,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11
1748,M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
1894,M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11
1814,F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11
3698,M,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11
3706,M,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11
1730,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
2534,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
2145,M,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11
2346,M,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11
2252,F,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
3596,M,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11
1944,F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
1929,M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11
1983,F,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11
3506,F,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11
2808,M,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11
3762,I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11
2782,M,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,11
774,M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11
660,I,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11
1027,M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
2858,F,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11
2796,M,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11
1359,I,0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11
3714,M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11
3709,M,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11
1326,M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11
1050,F,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11
1035,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
3302,F,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12
3277,M,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12
3742,F,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12
4090,M,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12
3799,M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12
1699,M,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12
1760,M,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,12
1685,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
1682,F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12
1421,M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12
2373,I,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12
2481,M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12
2083,F,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12
2239,M,0.415,0.315,0.125,0.388,0.068,0.09,0.125,12
326,M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12
385,M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12
14,M,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12
153,F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12
483,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12
735,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12
860,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12
565,I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12
662,F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
2962,F,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12
2794,M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12
3007,F,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,12
3193,F,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12
2221,F,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13
667,M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13
1984,M,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13
4093,M,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13
1527,M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13
3343,I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13
306,M,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13
1958,F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
1738,M,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,13
337,M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13
2704,M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13
2355,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
4142,F,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13
2419,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
2439,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
2538,F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13
2485,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13
3309,F,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13
2316,M,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
159,M,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13
763,F,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14
700,F,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14
410,M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14
3895,M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14
637,I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14
3293,F,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14
2434,F,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14
2385,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
78,F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
2482,F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14
307,M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14
2478,F,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14
