,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
2493,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9
3134,M,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9
2500,F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9
3645,I,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9
2329,I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
3227,I,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9
107,F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9
2066,F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
2025,F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9
2284,I,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,9
3563,I,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9
39,F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9
3616,M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9
3306,F,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9
1870,I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9
1886,I,0.56,0.445,0.165,0.832,0.3455,0.179,0.279,9
1898,M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
3470,F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9
4104,F,0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,9
112,M,0.425,0.35,0.105,0.393,0.13,0.063,0.165,9
3173,M,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9
3361,M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
2436,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9
1926,M,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9
1952,M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9
2736,I,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9
1191,M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9
840,F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9
2903,I,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,9
1152,F,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9
3957,F,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9
1295,M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9
4004,F,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9
471,I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
1132,M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
1260,I,0.45,0.33,0.105,0.448,0.208,0.089,0.12,9
994,M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9
3835,M,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
988,M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9
2917,I,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,9
3841,F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
3738,F,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9
2988,M,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
1121,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
2763,I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9
3883,I,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9
2964,M,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
3767,M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9
3769,I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9
1495,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
1475,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9
1490,F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9
1604,I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9
1622,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9
1594,M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9
2847,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9
1588,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9
2831,F,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
785,F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9
2688,M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9
3043,I,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9
2691,M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,9
1413,M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
1425,F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9
3758,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
392,I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9
1673,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9
2324,F,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10
3558,F,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10
3266,F,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
2795,M,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10
3149,F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
2684,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
3038,M,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
3127,F,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10
2515,I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10
2490,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
3099,M,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10
3348,I,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10
3419,F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10
2932,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
3503,F,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10
3370,M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10
2968,M,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
1023,F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10
1375,M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
1396,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10
390,M,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10
1313,I,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10
1335,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10
1351,M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
1638,I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10
1660,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
1688,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
1628,I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10
1506,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
4020,F,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
1610,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10
3897,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
738,M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10
800,M,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10
607,M,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10
3865,F,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10
689,M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
3819,M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
3735,M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
1172,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
1190,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
867,F,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10
3921,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
1012,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
4036,I,0.54,0.415,0.155,0.702,0.322,0.167,0.19,10
1961,F,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10
1973,M,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10
140,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
1900,M,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10
152,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
143,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
23,F,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10
12,F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10
2,M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10
2065,F,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10
2091,M,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10
2142,M,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10
3677,F,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10
1787,F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
1740,M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
1726,M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
4082,M,0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10
4102,M,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10
4103,F,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,11
24,F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11
278,F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11
3092,F,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11
3029,I,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,11
2928,I,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11
3265,F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
3247,M,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11
178,M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
3363,M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11
4140,F,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
485,M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11
3364,I,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11
3174,I,0.51,0.405,0.12,0.61,0.229,0.131,0.235,11
4034,I,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11
534,I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11
4037,I,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11
365,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
3934,M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11
1801,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
1751,M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11
1901,M,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
1818,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
1680,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11
3705,F,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11
3683,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
1717,M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
2161,F,0.71,0.565,0.195,1.817,0.785,0.492,0.49,11
2082,M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
2260,M,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,11
3594,M,0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11
1948,M,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11
1931,F,0.62,0.495,0.17,1.062,0.372,0.213,0.34,11
3515,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11
2383,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
879,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11
795,M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11
1016,F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,11
889,F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
3827,M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
687,M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11
2857,M,0.695,0.54,0.195,1.691,0.768,0.363,0.4755,11
2768,I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11
1380,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
1417,M,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11
1491,F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11
3271,M,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11
1206,F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11
1031,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
3811,F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12
3955,F,0.515,0.395,0.14,0.686,0.281,0.1255,0.22,12
3900,F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
3887,F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12
3673,F,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,12
1371,F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
1749,F,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12
1966,M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
1415,F,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12
1677,I,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12
2372,F,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12
2474,F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12
2031,M,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
2227,F,0.505,0.39,0.175,0.692,0.267,0.15,0.215,12
290,F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12
382,M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12
211,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
103,M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12
1196,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
809,M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12
1188,M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,12
556,F,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12
624,F,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12
2620,M,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12
2792,M,0.63,0.505,0.175,1.221,0.555,0.252,0.34,12
3147,F,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12
3228,F,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12
2218,F,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13
2199,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
2958,F,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13
229,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13
3163,F,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13
1679,M,0.62,0.515,0.175,1.221,0.535,0.241,0.395,13
300,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13
2229,M,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
3390,M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13
3689,M,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13
3269,F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
91,M,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13
589,I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
552,I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13
2399,I,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13
2332,M,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13
3226,F,0.45,0.35,0.135,0.56,0.231,0.137,0.145,13
2250,M,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
2922,F,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13
2308,M,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,13
3237,M,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14
3234,M,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14
3847,F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14
3240,M,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14
570,I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14
3006,M,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14
40,F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14
2186,M,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
2395,I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14
3295,F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14
