,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
891,I,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6
3845,I,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6
3248,M,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6
930,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6
912,I,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6
900,I,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6
902,I,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6
906,I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6
1083,I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,7
1092,M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
951,M,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7
940,I,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7
819,I,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7
1070,I,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7
1059,I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7
1841,I,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7
3478,I,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7
1829,I,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7
3442,I,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7
1766,M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7
3639,I,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7
3605,F,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7
2123,M,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
2043,F,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7
2340,I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7
1254,I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7
3726,M,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7
2645,I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7
2742,I,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7
1219,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7
2639,I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7
1582,I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7
2575,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
2633,I,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,7
1466,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7
1135,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7
58,F,0.505,0.4,0.125,0.583,0.246,0.13,0.175,7
3834,F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
654,M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7
44,I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
131,F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,7
3188,M,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7
3011,I,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,7
3107,I,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7
708,I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7
248,I,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7
4025,I,0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,7
1808,F,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8
2731,I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8
3491,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8
218,F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
3495,M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8
3971,M,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
126,I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8
1133,F,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
2749,I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8
2737,M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8
1168,F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
2477,F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8
3458,M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8
171,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
4108,M,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8
3438,I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8
2670,F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8
2665,M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8
1783,M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8
1856,I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8
1269,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8
1277,I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8
328,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
1923,F,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,8
3041,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8
4127,M,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8
4001,I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8
858,F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8
3554,M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8
835,M,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8
1639,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8
2991,I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
933,I,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8
34,M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
49,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
2238,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
242,I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8
712,M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8
2255,M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
2882,I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,8
3751,I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
2296,M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8
3753,I,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8
1592,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,8
2589,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8
1576,I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8
2049,M,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
545,M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
2758,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8
2056,I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
964,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8
3924,F,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8
1609,I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,8
974,F,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8
1573,M,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8
2947,F,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,8
978,M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8
1693,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
1710,M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9
1719,M,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9
1732,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9
2524,M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9
2331,F,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
2129,M,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9
3647,I,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9
4135,F,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,9
2070,F,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9
3590,F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9
2283,I,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,9
3565,M,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9
3548,I,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9
4166,M,0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,9
3560,I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
1873,I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9
4116,F,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9
1862,I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
204,F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9
3157,M,0.55,0.435,0.11,0.806,0.3415,0.203,0.215,9
150,F,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9
136,M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9
2019,M,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9
1907,M,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,9
1933,M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9
3498,F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9
1184,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9
3821,F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9
1169,F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9
1142,M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
1159,F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9
1282,I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
1298,I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9
1314,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9
469,F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9
2886,I,0.51,0.4,0.145,0.5775,0.231,0.143,0.177,9
3031,I,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,9
2788,F,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9
2783,M,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,9
980,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
3868,F,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9
2941,M,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9
532,F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9
1105,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
1129,M,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9
1036,M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9
3886,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
1317,I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9
2615,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9
1655,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9
345,F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9
1479,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
3098,M,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9
2851,F,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9
1627,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9
4054,F,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
1571,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9
287,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
2678,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
2673,M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9
1320,I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9
1334,F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9
1347,M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9
3062,F,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9
4015,F,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9
2663,F,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9
1390,F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9
3048,M,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,9
3328,F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10
2896,I,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10
2906,M,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10
3329,F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10
3044,F,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,10
2696,M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10
2414,M,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10
3118,F,0.525,0.4,0.135,0.714,0.318,0.138,0.208,10
3137,M,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,10
2619,F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10
2402,M,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10
2780,M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10
2942,F,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,10
2760,I,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,10
2390,M,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10
3181,M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10
2960,F,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,10
1366,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
389,I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
1403,F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
1355,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10
3989,M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
1340,M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10
395,F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10
1646,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10
1667,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
316,M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10
4013,M,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10
1510,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10
1528,M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
3983,M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
3779,M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
781,M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10
846,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10
628,M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
585,I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
3882,M,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10
538,F,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10
1118,I,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
1176,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
1197,M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
876,F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10
983,M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10
1022,F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
4131,I,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,10
3660,I,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10
1979,F,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
1865,I,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10
1904,I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10
1916,M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10
3650,I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10
20,I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
2242,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
3625,M,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10
2081,F,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10
2098,F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
3626,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10
3675,F,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10
1792,M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
308,M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
285,M,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10
209,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
214,M,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10
25,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
3984,M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
3229,M,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11
3054,F,0.61,0.495,0.16,1.089,0.469,0.198,0.384,11
4160,F,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,11
3422,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11
3267,M,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11
19,M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11
3291,F,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11
4094,F,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
4144,M,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11
459,M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11
114,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11
4136,M,0.63,0.505,0.155,1.105,0.492,0.226,0.325,11
3130,M,0.675,0.505,0.16,1.532,0.74,0.357,0.3815,11
3171,F,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11
507,M,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11
77,F,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11
2992,F,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,11
3460,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
1743,F,0.685,0.565,0.175,1.638,0.7775,0.375,0.438,11
2442,F,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11
2464,M,0.5,0.39,0.13,0.709,0.275,0.168,0.18,11
1649,I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11
1523,F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11
1729,M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
3691,M,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11
2121,F,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11
2069,I,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11
2249,M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
2303,M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11
1942,F,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11
1924,F,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11
3511,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11
2386,I,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11
872,F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11
887,F,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11
1006,M,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
767,F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11
3832,M,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11
705,M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
3790,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
1400,M,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11
1356,M,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11
1514,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
1423,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
2702,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
1049,F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
2705,F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11
3870,F,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12
3286,M,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12
3893,M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
3334,F,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12
3325,I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12
1715,F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12
1762,M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12
1350,F,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
1424,F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12
1967,M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12
2321,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
2384,F,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12
2128,M,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12
2254,M,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12
341,M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
404,F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12
26,M,0.59,0.445,0.14,0.931,0.356,0.234,0.28,12
168,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
736,F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12
866,F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12
726,F,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12
702,M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
597,I,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12
2972,M,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
3067,M,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12
2951,F,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12
2108,M,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13
250,M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13
2181,M,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
3259,F,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13
727,M,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13
776,M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13
3367,I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13
3741,F,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13
3791,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
3146,F,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13
1698,I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13
490,M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13
4141,M,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13
3231,M,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13
69,M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13
558,I,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13
155,F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
614,M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13
3284,F,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13
157,F,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13
158,F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13
526,F,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14
3859,F,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14
3843,M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
339,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
580,I,0.55,0.425,0.15,0.806,0.376,0.171,0.245,14
3080,F,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14
1727,M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14
3264,M,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14
121,F,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14
2487,M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14
2270,F,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14
