,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
3124,M,0.585,0.46,0.15,1.206,0.581,0.216,0.323,10
2674,M,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10
2703,M,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10
3034,I,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,10
2543,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10
3374,F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10
2622,F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10
2762,I,0.55,0.425,0.135,0.656,0.257,0.17,0.203,10
2785,M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
2940,F,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,10
2759,I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10
3504,M,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10
3362,I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10
2959,F,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10
1367,M,0.61,0.46,0.16,1.0,0.494,0.197,0.275,10
1386,I,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10
1405,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
3985,F,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10
3991,M,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,10
1341,I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10
1333,F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10
1647,M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10
1671,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
1696,M,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,10
4014,M,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10
1515,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10
1562,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10
1199,F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
3778,M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
3756,I,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10
848,M,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10
631,M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10
575,I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
706,F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10
1034,F,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10
1124,M,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10
443,F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
1163,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10
3920,M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
992,M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10
3567,I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10
1949,F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10
106,F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10
92,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
1877,I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10
154,M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10
1918,I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10
2024,F,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10
3610,F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10
4172,M,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
2172,M,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10
67,F,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10
2099,I,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
61,F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10
244,I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
1793,I,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,10
1712,M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10
284,F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
193,F,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10
217,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
568,F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11
334,M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11
540,F,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11
4080,M,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
4125,M,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11
222,F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11
187,F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11
3096,M,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11
321,M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
3059,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
142,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
3197,M,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11
3070,F,0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,11
3138,I,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11
3918,I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
4130,I,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11
3005,M,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11
3214,F,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11
2998,F,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11
2486,F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11
1759,F,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,11
1889,M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
1855,I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11
3702,F,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11
1617,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11
2523,M,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11
3686,I,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11
2103,F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11
2336,M,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
2243,I,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11
3585,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11
1940,F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11
1938,F,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11
3510,M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11
3655,I,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11
2799,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11
888,F,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
2786,F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11
764,M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11
651,I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
3781,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11
3795,F,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
1399,F,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11
1354,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
1513,F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11
1422,F,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11
1178,M,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11
1195,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
2709,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
3396,F,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12
3598,M,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12
3514,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
3922,M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
3323,I,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12
1722,F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
1927,F,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12
1361,F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12
1520,F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12
1971,M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12
2377,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12
1968,F,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
2134,M,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12
2268,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
342,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12
412,M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12
65,F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12
183,F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
780,M,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12
869,M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
699,M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12
593,M,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12
2499,F,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12
3230,M,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,12
3263,F,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12
3209,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12
4051,M,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,13
640,I,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13
200,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13
3627,F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13
2211,F,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13
779,M,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13
3297,F,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13
1412,M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13
3144,M,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13
258,F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13
754,M,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13
3950,F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
582,I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13
3891,F,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13
2617,F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13
3916,I,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13
601,F,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13
2262,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
418,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
3426,M,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13
596,I,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13
3925,I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
3217,F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
3242,F,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
340,F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
335,M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14
2222,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14
169,M,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14
2178,F,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14
2176,F,0.58,0.45,0.235,1.071,0.3,0.206,0.395,14
2265,F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14
