,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
2563,I,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6
1988,I,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6
1828,I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6
47,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6
2038,I,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,6
817,I,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6
805,I,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,6
826,I,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6
3848,M,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6
2568,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6
295,I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6
928,I,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6
2560,I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6
1769,I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,6
2183,I,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6
3750,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
1084,I,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7
959,M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
916,I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7
939,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
823,I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7
2823,I,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7
987,M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
1848,I,0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7
3484,I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7
1674,F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7
1997,I,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
1773,M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7
2148,M,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7
2297,I,0.415,0.325,0.1,0.385,0.167,0.08,0.125,7
2112,I,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7
2053,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
3537,M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7
1264,I,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7
2666,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7
1245,I,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7
2732,I,0.415,0.335,0.1,0.358,0.169,0.067,0.105,7
1230,I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
1557,I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7
1595,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7
1550,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7
1437,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7
1538,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7
50,M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7
216,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7
679,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7
652,M,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7
3975,I,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7
135,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
226,I,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7
4151,I,0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,7
3179,F,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,7
247,I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7
15,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7
3086,I,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7
3398,F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8
1796,I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8
203,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8
1464,I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8
3494,M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8
2740,I,0.46,0.35,0.1,0.471,0.252,0.077,0.123,8
2006,I,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8
1128,M,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8
1115,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
2739,I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
3087,I,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,8
1154,F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8
3436,I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
1839,I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8
2657,I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
1504,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
1844,I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
1849,I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
1786,I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,8
1309,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
1271,I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8
1246,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8
1257,I,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8
2607,F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8
1306,I,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8
2643,I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8
2492,I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8
2898,I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,8
2311,I,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8
3606,M,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8
1642,F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8
56,M,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8
2322,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8
1631,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
3542,I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8
771,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8
3774,M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
3787,F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8
2834,M,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,8
2885,M,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8
2213,F,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
3752,I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8
343,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8
3205,I,0.295,0.215,0.075,0.116,0.037,0.0295,0.04,8
3535,I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8
1015,M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8
96,M,0.47,0.375,0.13,0.523,0.214,0.132,0.145,8
2975,I,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,8
1043,M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8
3649,I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8
2511,M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
957,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
1608,I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8
3117,M,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,8
991,F,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8
977,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8
1686,F,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,9
1721,F,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
4097,F,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9
1775,M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9
2519,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
3662,I,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9
4158,F,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
3543,I,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9
110,M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
3546,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
2074,M,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
3290,M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9
3580,M,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9
2231,F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9
3552,I,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9
3609,M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9
111,I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9
1878,I,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9
2443,M,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9
3465,M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9
1899,M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9
1847,I,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9
3653,I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9
4133,F,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9
3507,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9
2428,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9
2410,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9
1498,M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9
854,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
1194,F,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,9
2747,I,0.505,0.385,0.125,0.596,0.245,0.097,0.21,9
1146,M,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9
2901,I,0.56,0.435,0.13,0.777,0.354,0.173,0.222,9
2825,M,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9
1302,F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
1280,I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9
444,F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9
692,M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9
1131,F,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9
633,M,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9
1013,F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9
3855,I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9
590,F,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9
979,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
521,I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
1114,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
3414,F,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9
3736,M,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9
880,M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9
1500,M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9
267,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
3772,F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
2841,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
1485,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9
1600,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9
3784,M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
1634,I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9
4061,M,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9
4076,I,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9
1442,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
3804,M,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9
3757,I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
400,M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9
2694,M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9
3050,M,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,9
3119,F,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,9
2839,M,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,9
1383,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
3122,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
2859,F,0.72,0.55,0.18,1.52,0.637,0.325,0.435,10
2294,F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
2288,F,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10
2848,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
3423,M,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10
2450,M,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10
3042,M,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
3399,M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10
2532,M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
3392,M,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10
3090,M,0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,10
2769,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
3216,M,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10
2938,F,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10
2754,F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10
3001,M,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10
3513,M,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10
3353,F,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10
1369,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
1391,M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
1407,F,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10
1292,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10
1330,M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
1343,M,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10
380,M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10
4041,F,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10
3700,M,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10
4050,M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
1496,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10
1624,M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,10
619,M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10
3788,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
3766,M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
790,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
3763,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10
653,F,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10
680,M,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10
725,M,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10
470,F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10
1140,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10
442,I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10
473,F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
510,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10
3937,F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10
3960,M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
4052,F,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
102,M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10
3651,F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10
182,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
2013,I,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10
1922,F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10
3621,M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
16,F,0.44,0.34,0.1,0.451,0.188,0.087,0.13,10
3581,F,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10
2027,F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
2085,F,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10
2125,F,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10
1951,I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10
3672,F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10
1795,M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10
4057,F,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10
3682,M,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10
1817,F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
1802,F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10
3313,I,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11
4062,F,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,11
3028,I,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11
2970,M,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11
3283,M,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11
3102,M,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11
2935,M,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11
4046,M,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11
3100,M,0.595,0.455,0.145,0.942,0.43,0.182,0.277,11
3075,F,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11
3959,M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
4132,M,0.585,0.45,0.15,0.997,0.4055,0.283,0.251,11
3988,F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
113,F,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11
3184,F,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11
4100,F,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11
4147,M,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11
3335,F,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11
3568,I,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11
2491,F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11
1806,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11
1887,F,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11
1741,F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11
3703,M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
1697,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,11
1728,M,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11
1914,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11
2095,M,0.5,0.39,0.145,0.651,0.273,0.132,0.22,11
3612,F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11
2240,F,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11
2023,M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11
1939,F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11
3502,F,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11
1981,M,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11
1666,F,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11
861,M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11
1024,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11
999,F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
3824,M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
644,I,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11
2853,F,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
729,M,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11
1397,M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
1352,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
1507,M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11
3713,F,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11
1204,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11
2707,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
3310,F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12
4039,F,0.575,0.45,0.12,0.9585,0.447,0.169,0.275,12
3696,M,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12
3890,F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12
3786,M,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12
3369,M,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12
1731,M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12
1945,M,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12
1376,M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12
1526,M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12
2360,M,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12
2406,I,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12
2293,M,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12
2146,M,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12
2496,M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12
360,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12
460,F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12
84,F,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12
190,M,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12
788,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12
1041,F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
527,F,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12
608,M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12
2955,F,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12
3232,F,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12
2850,F,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12
2926,F,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,12
3292,M,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13
2224,M,0.59,0.475,0.155,0.857,0.356,0.174,0.28,13
685,F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13
3245,M,0.55,0.435,0.16,0.906,0.342,0.219,0.295,13
3401,M,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13
273,M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
3347,I,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13
3775,F,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13
1819,F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
751,F,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13
638,F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
445,M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13
586,F,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13
3906,I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
530,F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13
560,I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
3327,I,0.575,0.475,0.17,0.967,0.3775,0.284,0.275,13
2258,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
421,F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13
2309,F,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,13
874,M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
489,M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14
372,F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
348,M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14
563,F,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14
3382,M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14
2425,I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14
2217,M,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14
2393,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14
3261,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14
282,M,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14
2191,F,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14
2320,M,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
