,Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Target Value
567,M,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7
3885,F,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7
3407,I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7
249,I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7
709,I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7
4085,M,0.59,0.45,0.155,0.874,0.369,0.2135,0.24,8
3661,I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8
3012,I,0.39,0.28,0.09,0.215,0.0845,0.034,0.079,8
1237,I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8
3022,I,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,8
3018,I,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,8
349,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
2008,I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8
1126,M,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
1454,M,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8
2369,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
4027,I,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,8
1153,M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
1777,F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8
4042,F,0.58,0.46,0.135,0.926,0.4025,0.208,0.275,8
3047,I,0.59,0.47,0.145,0.974,0.453,0.236,0.289,8
2618,M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8
1852,I,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8
1853,I,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8
396,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
422,I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8
1273,I,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8
3030,I,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8
215,M,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8
1301,I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8
2650,I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
1567,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8
1112,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
2900,I,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,8
2892,F,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8
839,M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8
3620,F,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
3637,I,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8
3838,M,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8
3445,I,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8
3815,M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
1654,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8
2873,I,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,8
2852,F,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8
2824,I,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8
3812,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8
2833,F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8
2219,F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8
2982,F,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
1586,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8
2090,F,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8
2777,F,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8
2044,I,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8
2062,M,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8
2980,F,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,8
4155,M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8
967,M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8
3867,F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8
953,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
996,M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8
1100,I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
982,F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
1683,I,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,9
4098,M,0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9
4096,M,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9
3454,M,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9
219,F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
75,M,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9
2118,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
2143,M,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9
109,M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9
2059,M,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
2078,F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
2285,F,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9
3578,F,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9
3256,M,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9
2184,M,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
3308,I,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9
1866,I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
1884,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
1895,M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9
1809,M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
3152,M,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,9
1854,I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9
3512,F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
117,F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9
3658,M,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9
3164,F,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9
3664,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9
2996,F,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,9
852,M,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
3730,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9
1138,F,0.575,0.47,0.165,0.869,0.435,0.197,0.238,9
1149,M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9
1165,F,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9
1293,I,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9
1305,I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9
1274,I,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,9
1241,I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9
1259,I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9
2912,M,0.59,0.5,0.15,1.142,0.485,0.265,0.345,9
1003,F,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9
2778,M,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9
2930,F,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
617,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9
648,F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
2810,M,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9
2993,M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9
2770,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
2801,M,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9
2963,M,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9
4044,M,0.59,0.45,0.16,0.998,0.445,0.214,0.301,9
3768,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
2597,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9
1471,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
1318,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9
1601,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9
2586,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
1597,I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9
3777,I,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9
1645,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9
791,M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9
787,F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9
4005,M,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9
1329,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
2829,F,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9
1670,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9
4010,M,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9
2840,M,0.595,0.435,0.16,1.057,0.4255,0.224,0.31,9
3720,M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9
2652,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9
3424,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
2891,M,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,10
2844,F,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10
2849,M,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10
3072,M,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
2679,M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10
3039,F,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10
3466,M,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10
2530,M,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10
2600,F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10
3089,M,0.46,0.355,0.14,0.491,0.207,0.115,0.174,10
2774,I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,10
2790,M,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,10
2934,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
3002,F,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
2378,F,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10
2986,M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
3566,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
1372,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
1394,M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10
1409,F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
1304,F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10
1416,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10
1348,M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10
1632,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10
1652,M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,10
3697,F,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
1668,F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10
1502,F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10
1519,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
1603,M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10
573,I,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10
3765,F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10
3910,I,0.355,0.27,0.1,0.216,0.083,0.037,0.075,10
3789,F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10
661,F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10
3877,M,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10
3797,F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
1044,M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10
1032,M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
1186,M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
862,F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
884,F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10
1010,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
984,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10
1959,F,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10
3657,I,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10
86,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
1892,I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
4128,I,0.57,0.425,0.14,0.7655,0.331,0.14,0.24,10
144,F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10
2188,F,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
4169,M,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,10
2259,M,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,10
2030,F,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10
2088,F,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
2136,F,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
3678,M,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10
1772,I,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10
223,I,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10
1720,M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
256,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
1813,M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10
3068,M,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11
3312,M,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11
28,M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11
3055,M,0.615,0.485,0.215,0.9615,0.422,0.176,0.29,11
259,F,0.54,0.475,0.155,0.928,0.394,0.194,0.26,11
3280,M,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11
3853,F,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11
195,F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
2948,M,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11
2937,F,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
472,F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11
411,F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
227,F,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11
454,M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11
3346,M,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11
3129,M,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11
4084,M,0.585,0.51,0.16,1.218,0.639,0.241,0.3,11
3003,F,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
4091,F,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11
3467,F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11
1756,F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
2431,F,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11
1822,M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11
1687,M,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11
2594,F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11
3681,M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11
3687,I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
2189,M,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11
2339,F,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11
3575,F,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11
3589,F,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11
1955,M,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11
3666,F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11
3517,M,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11
2381,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11
3739,F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11
798,F,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11
1021,F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
995,M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
665,M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11
2910,F,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11
2855,F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
710,M,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11
1395,M,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11
1410,F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11
1497,M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11
1488,F,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11
2743,M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11
1310,I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11
3274,M,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12
3828,F,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12
3992,M,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
3344,F,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12
3926,I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12
3340,F,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12
1744,F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
1954,F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
1385,M,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
1630,I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12
2368,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
2421,F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12
1980,F,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
2174,M,0.575,0.45,0.185,0.925,0.342,0.197,0.35,12
1192,M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12
363,F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12
465,F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
90,M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12
201,F,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12
793,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
1046,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
547,F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12
615,F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12
2614,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12
3251,M,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12
2533,M,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12
3175,F,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12
3796,M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
2985,M,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13
207,F,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13
720,M,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13
268,F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
1420,F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
1290,I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13
1975,M,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13
3393,M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
752,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
2234,M,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13
2358,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
3281,F,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13
466,M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13
73,F,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,13
433,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13
604,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
3936,M,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13
3425,M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13
424,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
3938,M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14
762,M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14
3829,M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14
587,M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14
737,M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14
2105,M,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14
2233,F,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14
94,M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14
2394,I,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14
1707,M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14
2313,F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
